"","away_team.away_team_name","home_team.home_team_name","match_date","kick_off","home_score","away_score","match_status","match_status_360","last_updated","last_updated_360","match_week","competition.competition_id","competition.country_name","competition.competition_name","season.season_id","season.season_name","home_team.home_team_id","home_team.home_team_gender","home_team.home_team_group","home_team.country.id","home_team.country.name","away_team.away_team_id","away_team.away_team_gender","away_team.away_team_group","away_team.country.id","away_team.country.name","metadata.data_version","metadata.shot_fidelity_version","metadata.xy_fidelity_version","competition_stage.id","competition_stage.name","stadium.id","stadium.name","stadium.country.id","stadium.country.name","referee.id","referee.name","referee.country.id","referee.country.name","home_manager_id","home_manager_name","home_manager_dob","home_manager_nat","away_manager_id","away_manager_name","away_manager_dob","away_manager_nat","match_id","colour1.1","colour2.1","colour1.2","colour2.2"
"9299","Shrewsbury Town","Stockport County",2025-01-28,"21:45:00.000",1,0,"available","unscheduled","2025-02-08T23:05:10.256303",NA,29,4,"England","League One",317,"2024/2025",2006,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117138,"Edgeley Park",68,"England",1721,"Edward Duckworth",68,"England",4569,"David Paul Challinor","1975-10-02",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948963,"blue","","blue","yellow"
"9301","Shrewsbury Town","Stevenage",2024-08-10,"19:30:00.000",1,0,"available","unscheduled","2024-09-24T14:51:52.189199",NA,1,4,"England","League One",317,"2024/2025",99,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",594,"The Lamex Stadium (Stevenage, Hertfordshire)",68,"England",1883,"Thomas Kirk",68,"England",4732,"Alexander David Revell","1983-07-07",NA,267,"Paul Hurst","1974-09-25",NA,3948635,"red","","blue","yellow"
"9303","Shrewsbury Town","Birmingham City",2025-03-29,"15:00:00.000",4,1,"available","unscheduled","2025-04-10T15:39:29.930097",NA,39,4,"England","League One",317,"2024/2025",54,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4500,"St. Andrews Stadium",68,"England",934,"Tom Reeves",68,"England",1005155,"Chris Davies","1985-03-27",NA,687,"Michael Antony Appleton","1975-12-04",NA,3949092,"blue","","blue","yellow"
"9304","Shrewsbury Town","Wycombe Wanderers",2025-04-01,"18:45:00.000",0,0,"available","unscheduled","2025-04-10T16:09:32.528739",NA,40,4,"England","League One",317,"2024/2025",109,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1000308,"Adams Park",68,"England",73,"Tom Nield",68,"England",1001003,"Mike Dodds","1986-06-03",NA,687,"Michael Antony Appleton","1975-12-04",NA,3949094,"blue","","blue","yellow"
"9317","Shrewsbury Town","Northampton Town",2025-04-21,"14:00:00.000",4,1,"available","unscheduled","2025-04-22T17:46:10.724499",NA,44,4,"England","League One",317,"2024/2025",64,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4710,"Venue Sixfields Stadium",68,"England",1005304,"Zac Kennard-Kettle",68,"England",598,"Kevin Nolan","1982-06-24",NA,687,"Michael Antony Appleton","1975-12-04",NA,3949145,"claret","white","blue","yellow"
"9321","Shrewsbury Town","Charlton Athletic",2025-01-25,"17:00:00.000",1,0,"available","unscheduled","2025-01-30T20:48:44.256568",NA,28,4,"England","League One",317,"2024/2025",75,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",31,"The Valley",68,"England",1870,"Scott Tallis",68,"England",66,"Nathan Jones","1973-05-28",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948956,"red","","blue","yellow"
"9322","Shrewsbury Town","Lincoln City",2025-04-12,"14:00:00.000",1,1,"available","unscheduled","2025-05-01T02:40:44.707982",NA,42,4,"England","League One",317,"2024/2025",110,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116721,"LNER Stadium",68,"England",1005487,"Stephen Parkinson",68,"England",1002733,"Michael Skubala","1982-10-31",NA,687,"Michael Antony Appleton","1975-12-04",NA,3949124,"red","","blue","yellow"
"9329","Shrewsbury Town","Tranmere Rovers",2025-08-09,"11:30:00.000",4,0,"available","unscheduled","2025-08-13T14:18:52.200156",NA,2,5,"England","League Two",318,"2025/2026",885,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",1007965,"Jamie O''Connor",68,"England",5629,"Andrew Crosby","1973-03-03",NA,687,"Michael Antony Appleton","1975-12-04",NA,4002095,"white","","blue","yellow"
"9330","Shrewsbury Town","Mansfield Town",2024-09-21,"17:00:00.000",2,1,"available","unscheduled","2024-10-15T08:07:07.076943",NA,7,4,"England","League One",317,"2024/2025",87,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",592,"One Call Stadium ",68,"England",1497,"Lewis Smith",68,"England",63,"Nigel Clough","1966-03-19",NA,267,"Paul Hurst","1974-09-25",NA,3948698,"yellow","blue","blue","yellow"
"9334","Shrewsbury Town","Bolton Wanderers",2024-10-05,"17:00:00.000",2,2,"available","unscheduled","2024-10-16T10:07:31.528373",NA,10,4,"England","League One",317,"2024/2025",328,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4843,"Toughsheet Community Stadium",68,"England",71,"Scott Oldham",68,"England",5096,"Ian Ross Evatt","1981-11-19",NA,267,"Paul Hurst","1974-09-25",NA,3948734,"white","","blue","yellow"
"9335","Shrewsbury Town","Burton Albion",2024-11-09,"14:30:00.000",2,0,"available","unscheduled","2025-01-10T22:52:49.186511",NA,15,4,"England","League One",317,"2024/2025",57,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",228,"Pirelli Stadium",68,"England",900,"Jacob Miles",68,"England",1005595,"Tom Hounsell","1995-10-21",NA,267,"Paul Hurst","1974-09-25",NA,3948803,"yellow","","blue","yellow"
"9337","Shrewsbury Town","Wrexham",2024-09-07,"17:00:00.000",3,0,"available","unscheduled","2024-09-24T01:00:02.797682",NA,5,4,"England","League One",317,"2024/2025",1734,"male",NA,249,"Wales",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5495,"STōK Cae Ras",249,"Wales",444,"Alex Chilowicz",241,"United States of America",252,"Philip John Parkinson","1967-12-01",NA,267,"Paul Hurst","1974-09-25",NA,3948676,"red","","blue","yellow"
"9347","Shrewsbury Town","Cambridge United",2024-12-07,"17:00:00.000",4,1,"available","unscheduled","2024-12-17T14:56:59.726252",NA,19,4,"England","League One",317,"2024/2025",102,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",595,"Cledara Abbey Stadium",68,"England",444,"Alex Chilowicz",241,"United States of America",270,"Garry Monk","1979-03-06",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948845,"yellow","","blue","yellow"
"9350","Shrewsbury Town","Leyton Orient",2025-01-04,"17:00:00.000",1,0,"available","unscheduled","2025-01-23T13:47:20.169100",NA,25,4,"England","League One",317,"2024/2025",1023,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4420,"Gaughan Group Stadium",68,"England",2453,"Aaron Bannister",68,"England",592,"Richard Paul Wellens","1980-03-26",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948919,"red","","blue","yellow"
"9352","Shrewsbury Town","Rotherham United",2025-02-08,"17:00:00.000",1,2,"available","unscheduled","2025-02-18T13:05:16.052902",NA,31,4,"England","League One",317,"2024/2025",73,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",67,"AESSEAL New York Stadium ",68,"England",1862,"Dale Baines",68,"England",67,"Steve Evans","1962-10-30",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948993,"red","","blue","yellow"
"9353","Shrewsbury Town","Crawley Town",2024-10-12,"17:00:00.000",3,5,"available","unscheduled","2024-10-20T16:56:01.619350",NA,11,4,"England","League One",317,"2024/2025",88,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4494,"Broadfield Stadium",68,"England",1006784,"Ruebyn Ricardo",68,"England",2707,"Rob Elliot","1986-04-30",NA,267,"Paul Hurst","1974-09-25",NA,3948749,"red","","blue","yellow"
"9357","Shrewsbury Town","Wigan Athletic",2024-12-21,"17:00:00.000",2,2,"available","unscheduled","2024-12-30T04:57:28.992228",NA,21,4,"England","League One",317,"2024/2025",72,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",38,"DW Stadium",68,"England",909,"Thomas Parsons",68,"England",1000939,"Shaun Maloney","1983-01-24",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948867,"blue","","blue","yellow"
"9366","Shrewsbury Town","Bristol Rovers",2024-10-22,"21:45:00.000",1,0,"available","unscheduled","2024-10-26T02:40:04.840963",NA,13,4,"England","League One",317,"2024/2025",76,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",66,"Memorial Stadium",68,"England",1879,"Scott Simpson",68,"England",352,"Matthew James Taylor","1982-01-30",NA,267,"Paul Hurst","1974-09-25",NA,3948770,"blue","","blue","yellow"
"9367","Shrewsbury Town","Peterborough United",2025-03-01,"17:00:00.000",3,1,"available","unscheduled","2025-03-08T20:01:13.401127",NA,34,4,"England","League One",317,"2024/2025",94,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4841,"Weston Homes Stadium",68,"England",1512,"Martin Woods",68,"England",342,"Darren Ferguson","1972-02-09",NA,69,"Gareth Ainsworth","1973-05-10",NA,3949028,"blue","white","blue","yellow"
"9374","Shrewsbury Town","Huddersfield Town",2024-08-24,"17:00:00.000",1,0,"available","unscheduled","2024-09-02T13:40:46.123852",NA,3,4,"England","League One",317,"2024/2025",32,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",39,"John Smith''s Stadium",68,"England",934,"Tom Reeves",68,"England",335,"Michael James Duff","1978-01-11",NA,267,"Paul Hurst","1974-09-25",NA,3948656,"blue","","blue","yellow"
"9375","Shrewsbury Town","Blackpool",2025-01-01,"17:00:00.000",1,1,"available","unscheduled","2025-01-11T20:33:56.859142",NA,24,4,"England","League One",317,"2024/2025",62,"male",NA,68,"England",63,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",53,"Bloomfield Road",68,"England",2135,"Adam Herczeg",68,"England",37,"Steve Bruce","1960-12-31",NA,69,"Gareth Ainsworth","1973-05-10",NA,3948911,"orange","","blue","yellow"
"9434","Solihull Moors","Barnet",2025-02-15,"17:00:00.000",3,1,"available","unscheduled","2025-02-19T09:33:46.458601",NA,32,65,"England","National League",317,"2024/2025",1506,"male",NA,68,"England",1751,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",122,"The Hive Stadium",68,"England",1879,"Scott Simpson",68,"England",5093,"Dean Brennan","1980-06-17",NA,5124,"Matthew Simon Taylor","1981-11-27",NA,3957254,"orange","black","yellow","blue"
"9478","Solihull Moors","Oldham Athletic",2024-10-05,"17:00:00.000",2,3,"available","unscheduled","2024-10-06T09:13:55.000318",NA,13,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",1751,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",43,"Darren Drysdale",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,1000680,"Andrew Whing","1984-09-20",NA,3957026,"blue","orange","yellow","blue"
"9607","Southend United","Oldham Athletic",2025-06-01,"14:00:00.000",3,2,"available","unscheduled","2025-06-02T04:37:51.687108",NA,49,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",78,"male",NA,68,"England","1.1.0","2","2",101,"Promotion Play-offs - Finals",4666,"Wembley Stadium",68,"England",1005667,"Elliot Bell",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,1000732,"Kevin Maher","1976-10-17",NA,3995716,"blue","orange","darkblue","darkblue"
"9611","Southend United","Oldham Athletic",2024-09-07,"17:00:00.000",1,1,"available","unscheduled","2024-09-08T08:35:03.692376",NA,7,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",78,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",110,"James Linington",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,1000732,"Kevin Maher","1976-10-17",NA,3956950,"blue","orange","darkblue","darkblue"
"9618","Southend United","Barnet",2024-08-24,"17:00:00.000",2,1,"available","unscheduled","2024-11-28T16:49:24.732529",NA,4,65,"England","National League",317,"2024/2025",1506,"male",NA,68,"England",78,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",122,"The Hive Stadium",68,"England",2282,"Greg Rollason",68,"England",5093,"Dean Brennan","1980-06-17",NA,1000732,"Kevin Maher","1976-10-17",NA,3956919,"orange","black","darkblue","darkblue"
"9793","Stevenage","Cambridge United",2025-03-04,"21:45:00.000",0,1,"available","unscheduled","2025-03-16T21:37:21.799659",NA,35,4,"England","League One",317,"2024/2025",102,"male",NA,68,"England",99,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",595,"Cledara Abbey Stadium",68,"England",896,"Scott Jackson",68,"England",299,"Neil Harris","1977-07-12",NA,4732,"Alexander David Revell","1983-07-07",NA,3949035,"yellow","","red",""
"9813","Stevenage","Shrewsbury Town",2025-02-22,"17:00:00.000",0,1,"available","unscheduled","2025-02-26T15:12:06.377135",NA,33,4,"England","League One",317,"2024/2025",63,"male",NA,68,"England",99,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",84,"The Croud Meadow",68,"England",1689,"Michael Barlow",68,"England",69,"Gareth Ainsworth","1973-05-10",NA,4732,"Alexander David Revell","1983-07-07",NA,3949018,"blue","yellow","red",""
"9872","Stevenage","Crawley Town",2025-02-11,"21:45:00.000",3,1,"available","unscheduled","2025-02-22T09:55:59.446865",NA,19,4,"England","League One",317,"2024/2025",88,"male",NA,68,"England",99,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4494,"Broadfield Stadium",68,"England",905,"Sam Purkiss",68,"England",2707,"Rob Elliot","1986-04-30",NA,4732,"Alexander David Revell","1983-07-07",NA,3948846,"red","","red",""
"9875","Stevenage","Bristol Rovers",2025-04-21,"14:00:00.000",0,1,"available","unscheduled","2025-04-22T05:58:27.746490",NA,44,4,"England","League One",317,"2024/2025",76,"male",NA,68,"England",99,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",66,"Memorial Stadium",68,"England",1218,"Leigh Doughty",68,"England",1003681,"Iñigo Calderón Zapatería","1982-01-04",NA,4732,"Alexander David Revell","1983-07-07",NA,3949150,"blue","","red",""
"9973","Stockport County","Shrewsbury Town",2024-10-01,"21:45:00.000",0,2,"available","unscheduled","2024-10-16T12:40:16.137283",NA,9,4,"England","League One",317,"2024/2025",63,"male",NA,68,"England",2006,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",84,"The Croud Meadow",68,"England",1619,"Daniel Middleton",68,"England",267,"Paul Hurst","1974-09-25",NA,4569,"David Paul Challinor","1975-10-02",NA,3948729,"blue","yellow","blue",""
"10013","Stockport County","Crawley Town",2024-09-14,"17:00:00.000",1,1,"available","unscheduled","2024-09-25T21:55:57.818828",NA,6,4,"England","League One",317,"2024/2025",88,"male",NA,68,"England",2006,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4494,"Broadfield Stadium",68,"England",110,"James Linington",68,"England",1001886,"Scott Lindsey","1972-05-04",NA,4569,"David Paul Challinor","1975-10-02",NA,3948689,"red","","blue",""
"10020","Stockport County","Cambridge United",2025-02-22,"17:00:00.000",2,0,"available","unscheduled","2025-03-03T15:43:41.928963",NA,33,4,"England","League One",317,"2024/2025",102,"male",NA,68,"England",2006,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",595,"Cledara Abbey Stadium",68,"England",71,"Scott Oldham",68,"England",299,"Neil Harris","1977-07-12",NA,4569,"David Paul Challinor","1975-10-02",NA,3949010,"yellow","","blue",""
"10040","Stockport County","Bristol Rovers",2025-02-11,"21:45:00.000",1,1,"available","unscheduled","2025-02-22T17:19:44.638318",NA,26,4,"England","League One",317,"2024/2025",76,"male",NA,68,"England",2006,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",66,"Memorial Stadium",68,"England",1215,"David Rock",68,"England",1003681,"Iñigo Calderón Zapatería","1982-01-04",NA,4569,"David Paul Challinor","1975-10-02",NA,3948929,"blue","","blue",""
"10136","Sutton United","Oldham Athletic",2025-02-15,"17:00:00.000",0,0,"available","unscheduled","2025-02-16T08:42:20.176592",NA,32,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",3233,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",2247,"Andrew Miller",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,1000717,"Steve Morison","1983-08-29",NA,3957260,"blue","orange","",""
"10191","Sutton United","Barnet",2024-12-26,"17:00:00.000",3,3,"available","unscheduled","2025-01-08T12:05:09.339669",NA,24,65,"England","National League",317,"2024/2025",1506,"male",NA,68,"England",3233,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",122,"The Hive Stadium",68,"England",1007965,"Jamie O''Connor",68,"England",5093,"Dean Brennan","1980-06-17",NA,1000717,"Steve Morison","1983-08-29",NA,3957159,"orange","black","",""
"10250","Swindon Town","Oldham Athletic",2025-08-16,"11:30:00.000",1,2,"available","unscheduled","2025-08-17T02:48:52.746107",NA,3,5,"England","League Two",318,"2025/2026",69,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",2282,"Greg Rollason",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,401,"Ian Holloway","1963-03-12",NA,4002105,"blue","orange","red",""
"10272","Swindon Town","Tranmere Rovers",2024-10-01,"21:45:00.000",1,1,"available","unscheduled","2024-10-22T04:43:16.483891",NA,9,5,"England","League Two",317,"2024/2025",885,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",52,"Seb Stockbridge",68,"England",266,"Nigel Adkins","1965-03-11",NA,4206,"Mark Kennedy","1976-05-15",NA,3941711,"white","","red",""
"10274","Swindon Town","Bromley",2024-12-29,"14:30:00.000",1,1,"available","unscheduled","2025-01-17T15:57:40.723011",NA,23,5,"England","League Two",317,"2024/2025",1024,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001994,"Hayes Lane stadium",68,"England",1005304,"Zac Kennard-Kettle",68,"England",5945,"Andrew John Woodman","1971-08-11",NA,401,"Ian Holloway","1963-03-12",NA,3941869,"red","black","red",""
"10280","Swindon Town","Walsall",2025-03-01,"17:00:00.000",0,1,"available","unscheduled","2025-03-08T15:34:24.966289",NA,34,5,"England","League Two",317,"2024/2025",97,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",72,"Poundland Bescot Stadium",68,"England",897,"Paul Howard",68,"England",1003055,"Mathew John Sadler","1985-02-26",NA,401,"Ian Holloway","1963-03-12",NA,3941998,"red","","red",""
"10281","Swindon Town","Gillingham",2025-04-26,"14:00:00.000",1,1,"available","unscheduled","2025-05-08T14:01:30.980294",NA,45,5,"England","League Two",317,"2024/2025",96,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",70,"MEMS Priestfield Stadium",68,"England",352,"Neil Hair",68,"England",69,"Gareth Ainsworth","1973-05-10",NA,401,"Ian Holloway","1963-03-12",NA,3942294,"blue","","red",""
"10289","Swindon Town","Milton Keynes Dons",2024-11-09,"17:00:00.000",3,1,"available","unscheduled","2024-11-20T06:25:46.681602",NA,15,5,"England","League Two",317,"2024/2025",71,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",929,"Sunny Sukhvir Gill",68,"England",1001886,"Scott Lindsey","1972-05-04",NA,401,"Ian Holloway","1963-03-12",NA,3941779,"white","yellow","red",""
"10290","Swindon Town","Fleetwood Town",2025-04-05,"14:00:00.000",0,4,"available","unscheduled","2025-04-15T17:04:40.470977",NA,41,5,"England","League Two",317,"2024/2025",95,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",119,"Highbury Stadium (Fleetwood)",68,"England",2343,"Oliver Mackey",68,"England",347,"Peter Wild","1984-07-20",NA,401,"Ian Holloway","1963-03-12",NA,3942083,"red","","red",""
"10291","Swindon Town","Bradford City",2024-12-14,"17:00:00.000",1,0,"available","unscheduled","2024-12-17T15:52:40.912877",NA,20,5,"England","League Two",317,"2024/2025",61,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116893,"University of Bradford Stadium",68,"England",1721,"Edward Duckworth",68,"England",603,"Graham Alexander","1971-10-10",NA,401,"Ian Holloway","1963-03-12",NA,3941833,"burgundy","","red",""
"10294","Swindon Town","Chesterfield",2024-08-09,"22:00:00.000",1,1,"available","unscheduled","2024-08-21T14:28:46.016918",NA,1,5,"England","League Two",317,"2024/2025",2008,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117517,"SMH Group Stadium",68,"England",71,"Scott Oldham",68,"England",390,"Paul Anthony Cook","1967-02-22",NA,4206,"Mark Kennedy","1976-05-15",NA,3941604,"blue","white","red",""
"10296","Swindon Town","Morecambe",2025-03-29,"17:00:00.000",1,0,"available","unscheduled","2025-04-06T10:03:11.400381",NA,39,5,"England","League Two",317,"2024/2025",82,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",586,"Mazuma Stadium",68,"England",1007965,"Jamie O''Connor",68,"England",62,"Derek Watt Adams","1975-06-25",NA,401,"Ian Holloway","1963-03-12",NA,3942066,"red","white","red",""
"10304","Swindon Town","Barrow",2024-09-07,"17:00:00.000",1,1,"available","unscheduled","2024-09-24T20:06:18.681812",NA,5,5,"England","League Two",317,"2024/2025",3179,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118150,"SO Legal Stadium",68,"England",1005304,"Zac Kennard-Kettle",68,"England",1004004,"Stephen Clemence","1978-03-31",NA,4206,"Mark Kennedy","1976-05-15",NA,3941653,"blue","white","red",""
"10308","Swindon Town","Accrington Stanley",2024-11-16,"17:00:00.000",2,2,"available","unscheduled","2024-11-22T15:14:38.437677",NA,16,5,"England","League Two",317,"2024/2025",79,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",575,"Wham Stadium",68,"England",99,"Oliver Yates",68,"England",1004526,"John Doolan","1968-11-10",NA,401,"Ian Holloway","1963-03-12",NA,3941783,"red","","red",""
"10315","Swindon Town","Salford City",2024-10-22,"21:45:00.000",2,1,"available","unscheduled","2024-10-26T02:12:24.760985",NA,13,5,"England","League Two",317,"2024/2025",1371,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4809,"The Peninsula Stadium",68,"England",43,"Darren Drysdale",68,"England",68,"Karl Robinson","1980-09-13",NA,4206,"Mark Kennedy","1976-05-15",NA,3941757,"red","","red",""
"10317","Swindon Town","Harrogate Town",2025-02-15,"17:00:00.000",1,0,"available","unscheduled","2025-02-24T23:55:50.000867",NA,32,5,"England","League Two",317,"2024/2025",1485,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001995,"Exercise Stadium",68,"England",919,"Simon Mather",68,"England",4492,"Simon Weaver","1977-12-20",NA,401,"Ian Holloway","1963-03-12",NA,3941981,"yellow","","red",""
"10321","Swindon Town","Port Vale",2024-09-28,"17:00:00.000",2,1,"available","unscheduled","2024-10-17T14:14:07.617788",NA,8,5,"England","League Two",317,"2024/2025",89,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",582,"Vale Park",68,"England",909,"Thomas Parsons",68,"England",296,"Darren Moore","1974-04-22",NA,4206,"Mark Kennedy","1976-05-15",NA,3941697,"white","","red",""
"10325","Swindon Town","Crewe Alexandra",2024-08-24,"14:30:00.000",0,0,"available","unscheduled","2024-09-02T14:12:00.099974",NA,3,5,"England","League Two",317,"2024/2025",329,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",444,"Alex Chilowicz",241,"United States of America",1002418,"Lee Bell","1983-01-26",NA,4206,"Mark Kennedy","1976-05-15",NA,3941634,"red","","red",""
"10327","Swindon Town","Grimsby Town",2025-04-18,"14:00:00.000",0,4,"available","unscheduled","2025-05-02T15:45:36.896251",NA,43,5,"England","League Two",317,"2024/2025",107,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",583,"Blundell Park",68,"England",52,"Seb Stockbridge",68,"England",345,"David Artell","1980-11-22",NA,401,"Ian Holloway","1963-03-12",NA,3942271,"black","","red",""
"10329","Swindon Town","Walsall",2025-08-02,"14:00:00.000",2,1,"available","unscheduled","2025-08-03T04:02:12.732124",NA,1,5,"England","League Two",318,"2025/2026",97,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",72,"Poundland Bescot Stadium",68,"England",2343,"Oliver Mackey",68,"England",1003055,"Mathew John Sadler","1985-02-26",NA,401,"Ian Holloway","1963-03-12",NA,4001010,"red","","red",""
"10335","Swindon Town","Cheltenham Town",2024-10-12,"17:00:00.000",2,3,"available","unscheduled","2025-01-04T10:36:24.681141",NA,11,5,"England","League Two",317,"2024/2025",83,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",581,"Completely-Suzuki Stadium",68,"England",1862,"Dale Baines",68,"England",350,"Michael John Flynn","1980-10-17",NA,4206,"Mark Kennedy","1976-05-15",NA,3941726,"red","","red",""
"10336","Swindon Town","Colchester United",2024-12-03,"21:45:00.000",4,0,"available","unscheduled","2024-12-26T14:50:08.322290",NA,18,5,"England","League Two",317,"2024/2025",80,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",584,"JobServe Community Stadium",68,"England",1866,"Andrew Humphries",68,"England",340,"Danny Cowley","1978-10-22",NA,401,"Ian Holloway","1963-03-12",NA,3941812,"blue","","red",""
"10338","Swindon Town","Notts County",2025-01-04,"14:30:00.000",2,0,"available","unscheduled","2025-02-13T14:23:23.411593",NA,25,5,"England","League Two",317,"2024/2025",103,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",589,"Meadow Lane",68,"England",905,"Sam Purkiss",68,"England",5737,"Stuart Maynard","1980-10-18",NA,401,"Ian Holloway","1963-03-12",NA,3941890,"black","white","red",""
"10359","Swindon Town","Doncaster Rovers",2025-03-08,"17:00:00.000",2,2,"available","unscheduled","2025-03-15T10:10:17.503079",NA,36,5,"England","League Two",317,"2024/2025",74,"male",NA,68,"England",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",56,"Eco-Power Stadium",68,"England",1218,"Leigh Doughty",68,"England",180,"Grant McCann","1980-04-14",NA,401,"Ian Holloway","1963-03-12",NA,3942027,"red","","red",""
"10373","Swindon Town","Newport County AFC",2025-01-24,"21:45:00.000",1,2,"available","unscheduled","2025-02-24T23:52:51.911980",NA,28,5,"England","League Two",317,"2024/2025",887,"male",NA,249,"Wales",108,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",598,"Rodney Parade",249,"Wales",1624,"Ben Speedie",68,"England",1005152,"Nélson Marques Jardim","1979-01-04",NA,401,"Ian Holloway","1963-03-12",NA,3941937,"yellow","black","red",""
